created_at,tweet
2015-12-18 17:24:02 UTC,Success in trading =  90% Waiting + 10% Trading   $STUDY
2015-12-21 14:12:29 UTC,"$ROST, $SLCA upgraded to outperform, $TIF, $WAB upgraded to buy."
2015-12-22 20:51:27 UTC,"The market doesn&#39;t reward the MOST trades, it rewards the BEST trades. $STUDY"
2015-12-23 14:10:55 UTC,Analyst actions: Brean Capital maintains $NKE at buy; $DRI price raised to $68 per CS; $AAPL price target cut to $150 by FBR Capital.
2015-12-01 07:06:24 UTC,$SCTY The Silicon Valley Idea That&#39;s Driving Solar Use Worldwide http://stks.co/b2vDp via @business $STO $WFT $VDE
2015-12-01 07:21:01 UTC,$STO $WFT $VDE Oil Bulls Brace for Repeat of OPEC&#39;s Bearish Blow at Meeting http://stks.co/d2vD2 via @business $CHK
2015-12-02 04:17:12 UTC,$STO $WFT $VDE OPEC should beware a short squeeze in oil @liamdenning http://stks.co/c2vis via @bfly $CHK
2015-12-03 02:50:58 UTC,$STO $WFT $VDE OPEC has a Beyoncé problem @liamdenning http://stks.co/e2w6i via @bfly $CHK
2015-12-03 02:57:06 UTC,$STO $WFT $VDE U.S. Oil Falls Below $40 Amid New Signs of Glut http://stks.co/e2w6o via @WSJ $CHK
2015-12-03 09:41:49 UTC,$STO $WFT $VDE Saudi Arabia throws down challenge on oil production cuts: http://stks.co/r3Goe #FT $VDE
2015-12-03 09:57:36 UTC,$STO tangible book value
2015-12-03 11:25:04 UTC,$STO $VDE $WFT How history answers Syria’s unholy war: http://stks.co/q3Gkn #FT $CHK
2015-12-05 07:08:48 UTC,$STO $VDE $WFT OPEC meeting ends with no production cuts http://stks.co/q3HWA via @WSJ $CHK
2015-12-07 05:24:03 UTC,$STO $VDE $WFT OPEC Unity Shattered as Saudi-Led Policy Leads to No Limits http://stks.co/e2xBb via @business $CHK
2015-12-08 04:13:39 UTC,"$STO price, volume, volatility"
2015-12-08 05:38:18 UTC,"@Partridge $STO $VDE $WFT Energy sector rout intensifies on mild weather, OPEC http://stks.co/r3IJC via @WSJ"
2015-12-08 05:45:58 UTC,$STO $VDE $WFT Global resources rout hits Asia shares http://stks.co/d2xPg via @FT
2015-12-09 06:47:52 UTC,$STO Crude Oil Futures Quotes - CME Group http://stks.co/h3a43
2015-12-09 17:08:39 UTC,$AAPL $VXAPL 27.36
2015-12-17 08:17:49 UTC,$AAPL $TSLA The First Person to Hack the iPhone Built a Self-Driving Car. In His Garage. http://stks.co/b30tD Bloomberg
2015-12-23 13:50:04 UTC,Metals &amp; Oil Climb via Bloomberg $STO $VDE http://stks.co/e32ld
2015-12-27 16:41:49 UTC,$AAPL $IBM China Passes Antiterrorism Law That Critics Fear May Overreach http://stks.co/d33AR $GOOG
2015-12-28 01:15:51 UTC,$STO
2015-12-29 04:42:41 UTC,$AAPL versus $UUP
2015-12-30 01:09:18 UTC,$STO $WFT $VDE Financialisation compounds commodity rout: http://stks.co/i3gTi #FT
2015-12-31 08:25:50 UTC,$SPY Greg Ip’s Capital Account: Dueling financial forces to test markets in 2016 http://stks.co/j3goZ via @WSJ $ASHR $VDE
2015-12-01 19:58:26 UTC,$DUST Yikes...No profits here but if I had them I&#39;d be taking them!!
2015-12-07 19:34:05 UTC,"$GASX $GASL   GASX back from the dead, wow!!"
2015-12-18 18:22:29 UTC,$EXXI
2015-12-17 14:44:55 UTC,$GILD to invest $725 mil in $GLPG. $425 mil to buy 15% of GLPG and $300 mil license fee to develop &amp; sell Filgotinib http://stks.co/q3LuJ
2015-12-21 16:24:15 UTC,ArcLight Capital Partners approved up to $75 million purchase program for units of $AMID common stock. http://stks.co/g3e7L
2015-12-23 12:58:01 UTC,$MU misses revenue estimates by -$.171 billion. Zacks estimate = $3.521 billion. Actual revenue = $3.35 billion.  http://stks.co/r3NgW
2015-12-04 23:56:17 UTC,$SYN
2015-12-10 12:04:45 UTC,$SYN I am going to be buying the morning dip. Selling the rip at the close. Consistent  way to make money on this stock
2015-12-01 18:29:03 UTC,"$VHC all I can say, is grab some HTM around .60,everything is lining up! :)"
2015-12-02 14:53:12 UTC,$NETE take winnings to $HTM $XGTI On the launch pad!
2015-12-02 15:02:57 UTC,$LJPC ....HTM is on the launch pad
2015-12-08 12:37:04 UTC,$PIRS http://stks.co/s3HxE
2015-12-04 17:24:24 UTC,$ZIOP So if this conference over the weekend goes well..this should pop on Monday right? Sounds like Wells Fargo timing was setup.
2015-12-07 15:03:19 UTC,$ZIOP Could hit 9&#39;s. Came close on Friday.
2015-12-07 15:49:46 UTC,$XON This is a more steady drop vs. Friday which was drastic. Not sure if this comes back up like Friday.
2015-12-07 16:00:16 UTC,$XON MAJOR dumping at $29
2015-12-07 16:42:16 UTC,$XON In at $30.01
2015-12-08 18:25:43 UTC,$ZIOP I said it this morning to set stops. This is going to 9&#39;s.
2015-12-11 18:06:40 UTC,$AMDA Wow the ONLY GREEN on my list.
2015-12-08 19:28:59 UTC,$PSEC Good to see there is still signs of life ..up to 7.09...just .91 to go to get to 8
2015-12-18 19:56:13 UTC,$KMI With the oil export ban close to being lifted are you sure you want to be short right now???
2015-12-03 20:17:52 UTC,$UVXY well said
2015-12-17 16:40:21 UTC,$UVXY I sold out and wait when it get back to 26.50
2015-12-01 13:21:19 UTC,It seems this hot Biotech Stock wants to break out today. A nice 8 % gain so far premarket. $LXRX
2015-12-01 14:42:27 UTC,$LGIH breaks out in New All Time Highs.
2015-12-03 17:31:16 UTC,The best Setups fail and make no progress without Institutional Support! $COMPQ  $QQQ  $SPX  $SPY  $RUT  $IWN  $NYA  $DJIA
2015-12-11 13:51:56 UTC,Weakness under the surface remains: 46 New Highs &amp; 263 New Lows. Positive: The market provides countless good Long Setups. $QQQ $SPY $NYA
2015-12-30 14:37:14 UTC,The STTI signals a Short Term completely Overbought market. http://stks.co/g3gEH $COMPQ $SPX $RUT $NYA $DJIA
2015-12-18 16:17:19 UTC,$FIT GoPro by any other name.......   The Bard.
2015-12-19 18:42:55 UTC,ImmuneID article on PCR-based cancer companion test market | Ref: $AZN Roche/Genetech $BMY $MRK Perkin Elmer $ONCS http://stks.co/g3dp3
2015-12-02 18:09:15 UTC,$CHK another huge purchase will send this into a massive automatic short squeeze rally... LOL
2015-12-03 13:02:06 UTC,$CHK who&#39;s ready for a massive rally today?!
2015-12-15 20:56:24 UTC,$CHK Tomorrow will be my last day to trade CHK if it doesn&#39;t do something special by end of day.
2015-12-01 16:39:51 UTC,$ITCI I wanna cover some from 58. Let&#39;s print 50.
2015-12-01 20:49:14 UTC,$ATV it&#39;s 20 for 3 rs.
2015-12-02 21:08:55 UTC,"$ITCI if algos take rest of the week off, see you at 43."
2015-12-08 21:52:00 UTC,$LULU Was away and my LULU put order got filled. Little uneasy...
2015-12-22 00:36:50 UTC,$SCTY be careful.. If the Nevada Public Utilities Commission&#39;s proposed decision is accepted tomm it will destroy the rooftop solar industry
2015-12-02 15:57:07 UTC,$HART news was out already a week before
2015-12-01 10:40:43 UTC,$GILD after 2 years gild has only treated 300 k patients   Huge amount of identified patients versus payor approval
2015-12-03 16:06:19 UTC,$GILD in a rising rate enviorment states and fed govt be better able to afford entitlements with full employment ! Try to see past the noise
2015-12-03 16:21:23 UTC,$GILD guess the shorts don&#39;t like it when I say I am buying therefore I bought under 103 quietly and then posted ! Feel bad as I wanted more
2015-12-03 17:15:55 UTC,$GILD bought more here next buy 101.60 and under if it gets there
2015-12-07 12:45:38 UTC,$GILD how did shock exchange post the same NOISE twice in a row it violates the stock twits rule ! Waste of time block shock exchange !
2015-12-07 16:08:08 UTC,$GILD bid was article on weekly decline for nov 27 fails to realize that was thanksgiving and that decline was expected. See 12/4 scripts
2015-12-09 16:43:51 UTC,"$GILD Zydelig oral inhibitor phosphoinositide 3-kinase (PI3K) delta, a protein that plays a role in the activation, proliferation and"
2015-12-11 03:59:12 UTC,$GILD torpedo last day to buy gild to get Monday dividend of .43 many ways to play it ! Buy on weakness if we get it ! Huge blocks today
2015-12-11 20:41:53 UTC,$GILD close your eyes hold your nose don&#39;t listein to the noise just buy gild by EOD hopefully under 100
2015-12-15 14:58:38 UTC,$GILD this site can&#39;t keep up with all the twits and posts and especially with the number of followers . I wonder if you have seen all posts
2015-12-20 17:58:08 UTC,"$GILD Deaths from primary liver cancer, for which untreated hepatitis C is a major driver, are rising faster than other type of cancer. &quot;"
2015-12-22 21:28:30 UTC,$BXLT 40.05 after hours we must be close ! I added today under 38 wow !
2015-12-31 18:44:21 UTC,$CLVS ten points gain since I started buying it and posted ! I have built a large position . Do you own enough? Happy new year
2015-12-25 06:29:12 UTC,$GRPN $CNIT $QCOM
2015-12-01 17:15:23 UTC,"Halftime #unusualactivity via http://stks.co/f3XMy  $VALE, $FCX, $ABX, $SCTY, $FIVE, $MON, $SNDK"
2015-12-04 15:55:36 UTC,$SUPN Hope owners got out before the drop; glto.
2015-12-10 06:35:19 UTC,Anyone follow/play $ERX $ERY here? It suppose to be for ENERGY SELECT SECTOR INDEX $IXE
2015-12-04 18:26:47 UTC,$ATNM @neelsen01 How does Actimab compare to the SGN product?  #ASH15
2015-12-04 21:07:13 UTC,"$AVXL Anavex 2-73: How It May Work $AVXL
http://stks.co/c2wky"
2015-12-17 20:11:34 UTC,$AVXL 🏇🏿🏇🏿🏇🏿🏇🏿🏇🏿
2015-12-07 12:53:35 UTC,$ATNM any chance this drops under 2 this week?
2015-12-02 13:47:55 UTC,"Excited to be back after long vacation. Watching $AMZN , $PCLN and $MSFT"
2015-12-01 20:31:26 UTC,"$MNKD IMO. Tutes need to see $MNKD recover soon, else they will see huge money outflow."
2015-12-09 02:13:23 UTC,$MNKD where is Al?
2015-12-10 19:28:33 UTC,"$GERN Smart Money is watching and loading...you can&#39;t hold down a &quot;cure&quot;, even if it only cures 8 out of 10, still a huge success."
2015-12-07 21:02:15 UTC,"$AEZS So much about $11-15, eh?  Still trading on hope, huh? Junk.  No position. lost 3K"
2015-12-03 14:44:35 UTC,$BIOC I think there will be one more pop than I don&#39;t see this moving up at all until the next earnings-neutral
2015-12-02 19:48:55 UTC,"$VXX trimmed some here, was planning on holding through Friday, will keep some calls for a little bit"
2015-12-03 20:13:12 UTC,"$TWTR $BBY $WFM $MAT seeing lots of stocks with high short interest up, everyone must be selling even the shorts"
2015-12-08 16:05:39 UTC,$WLL go baby go!
2015-12-01 20:04:22 UTC,$ATV It announced it would change the ratio of its ADSs in the US from 1:3 to 1:20. What does that mean?
2015-12-02 07:17:45 UTC,Pre-market earnings reports for tomorrow Dec 2nd: $ARO $AEO $AVGO $BV $BOX $AVAL $MTSC $NWY $PSUN $PLAB $PVH $SNPS $TLYS $VRNT $VMEM
2015-12-18 01:03:29 UTC,"$ADAT I heard that this will actually be a reverse merger, so while ADAT is buying AEON, it&#39;s really AEON that is the bigger company."
2015-12-21 19:47:38 UTC,$VBLT Wasted potential because the company just won&#39;t advertise its great products.
2015-12-30 22:11:51 UTC,$KERX I thought this was going to $10?
2015-12-14 17:45:22 UTC,$PGNX Hopefully we found a bottom here.  This stock is way way undervalued.. Very good BO candidate as well.
2015-12-17 15:50:36 UTC,"$GILD Good to see GILD moving on some M&amp;A/partnership stuff but, GILD isn&#39;t close to being done with the M&amp;A stuff. It&#39;s just the beginning."
2015-12-17 15:55:44 UTC,$PGNX Azedra alone is worth $3 or $4 a share.Sorry but at 5.75 a share absolutely nothing is priced in except injectable Relistor. That&#39;s it
2015-12-02 19:53:50 UTC,$QQQ bearish engulfing in scope
2015-12-04 17:59:20 UTC,$QQQ watch the turnaround 1pm
2015-12-04 18:31:52 UTC,$QQQ so will it tank because of the oil selloff?
2015-12-04 18:51:13 UTC,$QQQ market these days.... can really fool ppl around
2015-12-04 20:26:58 UTC,$QQQ i will be laughing if this erases all today&#39;s gain by next Monday
2015-12-15 14:42:40 UTC,$XXII is moving
2015-12-16 16:40:19 UTC,$kmt long with stop below 18.85
2015-12-17 22:04:01 UTC,"$CPLP What is going on here?  This is, was a good stock.  No news, but could be a buying opportunity."
2015-12-17 02:32:53 UTC,$TSLA $FB $QQQ $AAPL word http://stks.co/a30pF
2015-12-22 21:34:02 UTC,$AVEO wig two deals and holding the rights to the us it is ripe for a BO
2015-12-02 05:09:58 UTC,$RAD Stock moves a few pennies up or down a day. Reality check: This has and will be dead money until the closing of the $9 deal announced
2015-12-14 15:14:15 UTC,$BPMX lets go $2.75!
2015-12-16 05:16:09 UTC,"$DAX hope also for a drop, to which value do you see it?"
2015-12-03 19:36:32 UTC,"$NBG is ended at 0.85 EUR today in Athens - may be it&#39;s not completely over yet, he?"
2015-12-18 21:39:44 UTC,$BAC I called it 16.78 @ 3:11PM.  1 penny too high.
2015-12-10 05:24:27 UTC,$USO $OIH $CL_F
2015-12-01 14:49:41 UTC,$AEZS This is insane...that whack job shrekelli can write on a white board to sell this stock and it goes down over $1 based on no news....
2015-12-15 14:19:58 UTC,$ACAD I guess he belongs to he baker bros ?
2015-12-15 18:13:34 UTC,$ACAD this is a non event?  this stock went down 2.50 on a non event (Oil)...AMAZING!
2015-12-17 16:10:43 UTC,$ACAD wow down .85 on 200k volume
2015-12-18 14:50:14 UTC,$ACAD what&#39;s coming weekend?
2015-12-31 19:42:21 UTC,$ACAD happy and healthy new years to everyone.  who ever is in this stock will prosper in 2016.
2015-12-01 14:54:59 UTC,"$JUNO making its ASH move, belatedly"
2015-12-01 18:20:13 UTC,$ITCI Good for you.  A 3-bagger so far. Bloated up here
2015-12-01 18:27:03 UTC,"$BLUE market almost always zigs when expectation are for it zag. Cold water thrown today on the ASH run (this weekend) for $BLUE, KITE."
2015-12-02 02:15:14 UTC,"@Iloveradios @charles14 he said that? Didn&#39;t he, in the past, when asked about $JUNO, suggested to go with $HALO? Wonder why the change now?"
2015-12-02 02:55:02 UTC,$BLUE So Piper has come out with clarification on their note. Lets see what tomorrow brings.
2015-12-03 14:47:09 UTC,$KITE getting its mojo back
2015-12-03 16:54:15 UTC,$BLUE Roth has reduced its PT - was 192=&gt;165 and now 124. More realistic expectations
2015-12-03 16:55:50 UTC,$FEYE aren&#39;t internet security stocks supposed to be growing... or is it just $PANW?
2015-12-04 16:51:31 UTC,$RLYP so at least 3B valuation which is what $AZN paid for yet-to-be-fda-approved-inferior-competing zs9 for $ZSPH
2015-12-04 17:38:58 UTC,$RLYP the only fda approved drug and superior on overall efficacy/safety when compared to zs9 ($ZSPH) for which $AZN made a 3b offer last mo
2015-12-04 20:01:47 UTC,$JUNO and $KITE still getting killed. Glad my $RLYP is making up for the losses in these two
2015-12-04 21:57:48 UTC,$AGIO coo leaving not a good sign....:-(
2015-12-06 23:59:34 UTC,@PersonalMed @cybercash28 both $juno &amp; $kite were also presenting p1 data for solid tumors at ASH &amp; may go over it in presentation 2morrow
2015-12-07 01:13:40 UTC,$TGTX should see some postive vibes along with $BLCM post ASH
2015-12-07 18:09:53 UTC,$BLUE technically where are the support levels here?
2015-12-08 21:29:53 UTC,"$JUNO  Yes, that is something Bishop keeps repeating in his presentations. $KITE did need to raise given that they had just 350M left"
2015-12-08 22:24:47 UTC,$KITE the BT designation came out yesterday and $KITE joins $NVS and $JUNO in securing that. So all top 3 cd19 players now have the it
2015-12-10 22:34:19 UTC,"@Daniel_Ward No, i mixed up the tickers. my bad. Meant $MACK."
2015-12-14 20:02:13 UTC,small spec bios really getting hit today $AGIO $BLUE $QURE $KITE $CLLS $ADAP and many others... HY/comm routs forcing certain hedgies hand?
2015-12-15 20:24:03 UTC,$RDUS nice rip here and in $SAGE
2015-12-16 12:40:17 UTC,$ONTY  http://stks.co/q3LPi $CNCR rebalancing: $CTMX $CYAD $NK and $XNCR are in. $ONTY $NWBO $SRNE and $TSRO go out
2015-12-17 16:19:13 UTC,$JUNO the whole mkt is tanking:-).
2015-12-17 17:17:26 UTC,$WFM dispelled the &#39;going private&#39; rumors... but up today nicely against the broader red tape
2015-12-17 20:54:02 UTC,$JUNO here comes the EOD flush.
2015-12-18 14:25:20 UTC,heh. Having the adcom for both $bmrn and $srpt and then deciding made more sense all along. Was silly when they pushed them apart
2015-12-18 20:46:41 UTC,$JUNO Can&#39;t fault him as he can only get rich by selling the stock:-)
2015-12-18 21:28:41 UTC,"$XBI amazingly ended green on a day when the broader market sold off big. Lots of smaller bios ($adap, $agio, $blcm etc ended green)"
2015-12-22 17:15:48 UTC,$HRTX best mode.
2015-12-23 18:09:17 UTC,$ADMS pretty timely call by CSFB http://stks.co/t3Nyh $alks $espr $ptla $myok
2015-12-23 18:57:53 UTC,$ITCI getting carried again...algos
2015-12-24 17:57:17 UTC,"@stockydave22 better to diversify. If wanting to stay in the same space, $blcm and $halo r two small caps which probably will do well in &#39;16"
2015-12-27 16:12:50 UTC,$CEMP That link is from back in sep. http://stks.co/g3fRg is the updated link
2015-12-28 13:28:54 UTC,$CMRX Book value is $8.02.
2015-12-28 15:50:41 UTC,"$ITCI up 2% when again, lot more put buying than calls...and $xbi, $xph both down"
2015-12-29 19:34:23 UTC,$ESPR not particpating in any bio surge... 2016
2015-12-29 20:06:15 UTC,$AMZN amazingly unreal
2015-12-30 14:23:40 UTC,$SRPT so the next catalysts are i) fda decision on $BMRN&#39;s drisa - early jan (anyone have the date?) and then the adcom on etep (Feb 26).
2015-12-30 15:00:47 UTC,$HRTX seems it can&#39;t get over 30
2015-12-31 16:14:16 UTC,"@WorldsWorstTrader The article is pretty dated and actually refers to $ZSPH zs9. Here is the link, Will need a login http://stks.co/b34L0"
2015-12-12 00:32:14 UTC,$JNUG volume so low compared to $NUGT.  Where is Mr W
2015-12-01 06:59:07 UTC,"$DAX has now dropped 30pts pre the pre-market, so looks like any jump is going to be modest, now 395ish... was 430... close was 350ish"
2015-12-01 15:19:03 UTC,went short $DAX 315 close 254 +61
2015-12-02 10:05:09 UTC,"went long $DAX 260 close 304 +44 - hats off to @geert2000, great call"
2015-12-04 06:47:36 UTC,"Not at all sure how a big drop in Asia equates to a bounce in $DAX, maybe it intends to go its own sweet way... expecting 10400 or lower tho"
2015-12-04 09:55:16 UTC,@DAXTRADINGREVIEW ... or it&#39;s just suckering us in.... $DAX is like that... I still fancy low 10000s
2015-12-04 13:56:50 UTC,$DAX 725ish  a real flat lining point.... call it a pivot...
2015-12-07 07:54:45 UTC,long $DAX 836 balancing short order at 830
2015-12-08 08:04:58 UTC,"long $DAX 870 close 890 +20, that&#39;s me out for a bit - other fish to fry.... good luck all"
2015-12-11 09:33:16 UTC,"Morning all, again, my robo trade in $DAX failed, stop triggered at 590, should have set it way higher, then would have hit limit of 511-dam"
2015-12-17 21:25:26 UTC,"$DAX almost hit the 700 line with that last minute spike down, wish I&#39;d gone short overnight....could open around 620...."
2015-12-09 21:42:46 UTC,$FSLR $LULU $HAL $MV in one portfolio http://stks.co/s3Icd
2015-12-09 22:44:25 UTC,$LJPC HOLD http://stks.co/r3J6I
2015-12-11 18:45:47 UTC,$FNSR - @izen...go back to Mars baba....
2015-12-11 19:08:26 UTC,"$FNSR - &quot;Kick &#39;em when they up, kick &#39;em when they down..&quot; - hi from me and Don Henley, baba. Or crap is King...."
2015-12-14 18:01:44 UTC,"$FNSR - latest news baba booews - are you selling short yet, like in Don Henley&#39;s &quot;dirty laundry&quot; baba ? Do us a favor sell it short."
2015-12-01 12:24:34 UTC,$BLUE Some hedge fund had a sector liquidation yesterday. (Reason to REPEAL Volcker Rule) Maybe today some sanity returns. $KITE $CLLS $XBI
2015-12-01 14:50:08 UTC,$LULU Cramer just said that Citi was bullish this morning too!. Oppenheimer was bullish too. see video I posted below.
2015-12-01 17:55:28 UTC,$BLUE NOT only the same issue BUT the same damn Street blogger
2015-12-01 19:02:17 UTC,OK I maybe stupid and dont get it BUT WHY should $KITE $BLUE $CLLS $JUNO ALL be selling off like this? Especially kite &amp; blue
2015-12-01 19:13:17 UTC,$CLLS $BLUE $KITE $JUNO Probably the ONLY intelligent comment on any of these boards. BUT these were ALWAYS abt a CURE in quasi near future
2015-12-01 19:17:31 UTC,$KITE $BLUE $CLLS $JUNO
2015-12-01 20:11:14 UTC,$KITE ASH is this weekend and Abstracts have already said good things. This is now insane. $BLUE $CLLS $JUNO
2015-12-01 21:33:03 UTC,"$BLUE Listened to it. OK basically said NO changes from GREAT results and ASH abstracts, just STREET guy AGAIN read what he wanted to-WRONG"
2015-12-03 21:15:27 UTC,$amba whoops there it is
2015-12-03 22:11:23 UTC,$AMBA EVEN great CHINA sales on Singles Day. WHY THE GUIDE DOWN?
2015-12-04 12:54:24 UTC,$GPRO Dawalt really needs to find another chip supplier than $AMBA. thier cCEO is doing more damage to Gpro than Dawalt is
2015-12-04 13:10:08 UTC,@lamonicabuzz Disgrace is that $amba gave SAME 4th qtr outlook in August which tanked $GPRO 1st time
2015-12-04 13:40:04 UTC,$GPRO How many more times does this sell off on the same damn news from $amba
2015-12-04 13:55:25 UTC,@OpenOutcrier Piper is idiotic. $amba forecast was exact same from last qtr. Even $gpro said 4th was going to stink. NOTHING NEW last nite
2015-12-06 14:06:30 UTC,$BLUE GREAT results out of ASH http://stks.co/r3HmL BUT that jerk from the Street is at it again!
2015-12-06 14:19:47 UTC,$BLUE see if this link works. http://stks.co/q3HgU That guy from Street bashing like crazy again everywhere. PAY NO ATTENTION
2015-12-06 16:43:30 UTC,Really $BLUE @bluebirdbio should pull a Trump and NOT allow @adamfeuerstein into tonites investor conference! Just will Tweet hate anyway!
2015-12-06 18:24:14 UTC,"$BLUE I agree with you, BUT BOY not if you go over to Twitter. The world is ending."
2015-12-06 18:24:28 UTC,$BLUE  $PBYI
2015-12-07 11:52:38 UTC,$BLUE 3rd time down on SAME information and same blogger bashing. These are the same results with actually have GREAT results!
2015-12-07 14:53:41 UTC,$BLUE #HFT shoot first ask NO questions later algo&#39;s. $CLLS $agio $KITE $JUNO etc
2015-12-07 15:08:16 UTC,$BLUE  $XON  $ZIOP ALL in same hate boat!
2015-12-07 16:36:29 UTC,$LNG looking good on huge intraday reversal. Selling in morning NO real volume too!
2015-12-07 19:43:01 UTC,$juno  $blue  $kite  $clls @megtirrell is something most on @CNBC are not - UNBIASED! She asks questions NOT lead for hysteria answers!
2015-12-07 21:03:41 UTC,Good idea! $kite $blue $clls $juno $gbt
2015-12-07 21:33:05 UTC,$CLLS  $JUNO  $BLUE It&#39;s ALL OPEC&#39;s fault!
2015-12-08 12:00:07 UTC,$BLUE It did from AF at The Street
2015-12-08 13:28:50 UTC,"$JUNO $KITE $BLUE $CLLS $XBI These guys could discover the cure for cancer and this stupid market wouldn&#39;t care.         Oh yeah, they DID!"
2015-12-08 22:28:50 UTC,$KITE 71% success rate. sounds good on 1st test. gets better with more data
2015-12-09 13:33:43 UTC,"FBR LOVE FEST!
$Kite, $Juno CAR-T Therapies Get FBR&#39;s Thumbs-Up http://stks.co/a2xtQ #IBDNews via @IBDinvestors"
2015-12-09 13:51:03 UTC,$LULU When you compare $UA and even $NIKE (ex footwear) their numbers were just as bad and really NONE as bad as a 10%++ mkt selloff
2015-12-09 14:07:48 UTC,$LULU From CC - ALL comps UP across all regions! Had a good Thanksgiving and guidance is OVERLY cautious! Product margins IMPROVING!
2015-12-09 14:34:59 UTC,$LULU That should be 49% to 52%. Someone said 50% on high end but I thought I heard 52%
2015-12-09 15:00:02 UTC,$AAPL And does $NFLX or $HULU or etc have LIVE network streaming programming. NO. ONLY cable/sat companies - so DONT CUT UR CORD! @jonfortt
2015-12-10 12:59:57 UTC,"$TASR DeKalb County Sheriff, Scottsdale and Daytona Beach Police Departments to Deploy Axon Body Camera... http://stks.co/p3JBb"
2015-12-10 15:33:12 UTC,@trainedloser @TraceyRyniec And have you seen GPS sales lately?? Yeah they&#39;re taking biz from $LULU ROFLMAO
2015-12-10 19:29:03 UTC,$KITE 1 thing for sure watching price action today with this 2ndry - $FBR is NO JPM or $GS or even $C
2015-12-11 18:10:01 UTC,$GPRO It was shameful that $C dg&#39;d because of a CVC show!!  Just shameless C gets research from cable TV -cut ur cord C! $amba $aapl
2015-12-12 12:58:51 UTC,China economy shows signs of steadying http://stks.co/b2z5H $SPX $DIS $AAPL $VIX $BAC $C $GE $F
2015-12-15 15:50:58 UTC,$LNG Dont get what @Carl_C_Icahn is doing now. Unless he&#39;s looking to package Chineire with $CHK to $XOM or $CVX this selling makes no sense
2015-12-15 22:09:54 UTC,$PAY Beautfil reversal today closing on high. MACRO Cautious guidance was NOT a reason for selling.
2015-12-15 23:15:57 UTC,$PAY And actually that makes Verifone even more valuable as a buyout by $HPE Enterprise (where it came from) or $IBM
2015-12-16 21:41:55 UTC,"@GTechEE @neve1064 $F will be using $MBLY. 
http://stks.co/f3d42 #IBDNews @IBDinvestors"
2015-12-16 22:12:37 UTC,$MBLY Gotta make you laugh IF anyone thinks $F $GM $BMW will change their 5-10 year plans on Musks hissy fits!
2015-12-17 12:25:19 UTC,$Plug Power GenKey Hydrogen and Fuel Cell Solution Earns a Spot on Food Logistics 2015 FL100+ List... http://stks.co/a30tc  @YahooFinance
2015-12-17 12:28:16 UTC,Tesla&#39;s $TSLA Musk Calls Yesterday&#39;s Vance Article &#39;Inaccurate&#39; about $MBLY http://stks.co/c30zM via @Street_Insider
2015-12-17 12:38:25 UTC,$MBLY @SEC_Investor_Ed ILLEGAL Bear Raids are caused by coordinated short selling based on erroneous libelous info. INVESTIGATE this case!
2015-12-17 14:04:18 UTC,Tesla to continue using Mobileye technology: Fortune http://stks.co/p3LvL via @YahooFinance $MBLY $TSLA
2015-12-17 20:39:21 UTC,"$GLOG Citi says should go private in this market insanity. Evercore says great risk/reward
$XLE $GLNG $XOM $USU $XOP"
2015-12-21 14:59:11 UTC,$MBLY $GPRO $DIS $AAPL $LNG $AMBA $KITE $BLUE
2015-12-21 18:34:04 UTC,$CPST I&#39;ve been waiting on that for 10 years
2015-12-21 19:56:43 UTC,$AAPL  $DIS  $FB  $SPX SkyNet been in control for several years now. Now some are waking up?
2015-12-22 12:46:13 UTC,"How Apple, Tesla could blow away a boring stock market with 20% gains http://stks.co/b32E9 $aapl $tsla"
2015-12-22 17:10:44 UTC,$ATNM investor meetings r not for test results releases.
2015-12-23 11:53:28 UTC,Jim Cramer&#39;s Top Takeaways: Paychex and Cellectis http://stks.co/f3eyx via @TheStreet  $CLLS
2015-12-23 14:22:38 UTC,$PAY Been shareholder of @verifone for YEARS now and I tell you ONLY 2 companies that should/will buy them are $IBM or $HPE. NOT $aapl.
2015-12-23 14:25:00 UTC,$PAY  $IBM  $HPE  $aapl  $HPE I just wish someone would shut Cramer up about EVERYTHING!
2015-12-15 04:24:54 UTC,$CHK @BigInvestorJo How many with a 4B presently untouched revolver? The industry will be in ruins before CHK is forced out.
2015-12-01 15:04:01 UTC,$REN Repros Says FDA Letter Showed Design of Enclomiphene Phase 3 Studies No Longer Adequate to Show Clinical Benefit
2015-12-15 18:52:36 UTC,$BLPH new 52 week low coming?
2015-12-30 15:52:17 UTC,$BLPH it&#39;s not going to hold here unless we get some volume....looks like the same old trend repeating
2015-12-04 19:21:45 UTC,Share an idea on $QQQ Classic. Textbook. Blow-off Top.
2015-12-29 16:32:10 UTC,$AMZN u gotta luv da nasdaq!
2015-12-07 14:19:13 UTC,"$LIVE I guess Tim
Sykes either knows something we don&#39;t or he doesn&#39;t want to risk it bc I wouldn&#39;t short it"
2015-12-02 17:36:35 UTC,$AVXL so many bulls here but we&#39;re sideways for now. Look elsewhere for today.
2015-12-02 19:35:09 UTC,"$AVXL given the magic Dr. Yellen has worked, I&#39;m surprised $AVXL is hanging as tough as it is. Unfortunately, there&#39;s no story here."
2015-12-02 19:49:36 UTC,$AVXL any bets on a return to it&#39;s true trading range 5.50-5.80?
2015-12-02 21:05:55 UTC,$AVXL Are you serious? You have me laughing.
2015-12-03 17:39:03 UTC,"$UNP another painful day for UNP. Wait it out, still not at the bottom yet."
